,community1,community2,edges
5992,66,445,11
5993,66,141,252
5994,66,801,4
5995,66,1254,40
5996,66,25,15
5997,66,67,18
5998,66,26,28
5999,66,14,86
6000,66,51,8
6001,66,11,9
6002,66,76,18
6003,66,633,278
6004,66,784,8
6005,66,24,13
6006,66,82,4
6007,66,638,2
6008,66,364,1
6009,66,78,22
6010,66,98,3
6011,66,498,8
6012,66,69,43
6013,66,177,6
6014,66,206,15
6015,66,137,10
6016,66,2,2
6017,66,113,5
6018,66,77,4
6019,66,269,2
6020,66,160,9
6021,66,109,1
6022,66,30,5
6023,66,249,3
6024,66,313,8
6025,66,466,2
6026,66,71,6
6027,66,197,3
6028,66,73,2
6029,66,978,1
6030,66,85,6
6031,66,617,2
6032,66,171,5
6033,66,168,2
6034,66,274,2
6035,66,2637,3
6036,66,599,4
6037,66,428,8
6038,66,94,3
6039,66,426,2
6040,66,213,1
6041,66,13,1
6042,66,1308,3
6043,66,1932,2
6044,66,766,2
6045,66,84,1
6046,66,553,2
6047,66,441,1
6048,66,659,2
6049,66,804,1
6050,66,991,1
6051,66,1101,1
6052,66,1343,1
6053,66,1808,1
6054,66,2196,1
6055,66,2365,1
6056,66,2460,1
6057,66,2531,1
6058,66,2313,1
6059,66,2589,2
6060,175,10,8
6061,175,4,63
6062,175,6,21
6063,175,15,56
6064,175,117,85
6065,175,141,685
6066,175,177,10
6067,175,83,6
6068,175,8,70
6069,175,25,10
6070,175,1254,44
6071,175,664,64
6072,175,23,244
6073,175,60,57
6074,175,206,5
6075,175,5,10
6076,175,81,9
6077,175,328,1
6078,175,26,1
6079,175,72,67
6080,175,76,6
6081,175,12,115
6082,175,1219,2
6083,175,98,65
6084,175,158,5
6085,175,257,4
6086,175,69,14
6087,175,174,1
6088,175,784,8
6089,175,18,85
6090,175,606,1
6091,175,42,11
6092,175,51,7
6093,175,30,4
6094,175,466,6
6095,175,90,3
6096,175,599,20
6097,175,96,6
6098,175,445,10
6099,175,260,2
6100,175,67,12
6101,175,1508,3
6102,175,801,1
6103,175,71,7
6104,175,105,22
6105,175,172,9
6106,175,313,6
6107,175,94,1
6108,175,131,2
6109,175,113,4
6110,175,428,4
6111,175,22,2
6112,175,84,2
6113,175,171,8
6114,175,441,1
6115,175,633,3
6116,175,20,1
6117,175,322,2
6118,175,135,1
6119,175,422,2
6120,175,9,21
6121,175,24,4
6122,175,1308,1
6123,175,1273,1
6124,175,248,1
6125,175,972,3
6126,175,296,3
6127,175,303,4
6128,175,400,1
6129,175,85,1
6130,175,1590,1
6131,175,490,1
6132,175,109,1
6133,175,761,1
6134,175,987,1
6135,175,2397,1
6136,175,1081,1
6137,175,1696,1
6138,175,1726,1
6139,175,2052,1
6140,175,1680,1
6141,175,2314,1
6142,15,26,166
6143,15,12,367
6144,15,664,144
6145,15,105,1150
6146,15,72,120
6147,15,368,2
6148,15,23,173
6149,15,4,86
6150,15,117,184
6151,15,18,36
6152,15,78,55
6153,15,69,28
6154,15,90,44
6155,15,89,18
6156,15,10,546
6157,15,94,4
6158,15,8,74
6159,15,81,34
6160,15,14,18
6161,15,5,53
6162,15,141,46
6163,15,83,21
6164,15,599,4
6165,15,341,3
6166,15,784,4
6167,15,177,2
6168,15,6,13
6169,15,60,29
6170,15,562,3
6171,15,73,2
6172,15,30,5
6173,15,98,8
6174,15,82,3
6175,15,206,23
6176,15,42,8
6177,15,131,15
6178,15,51,5
6179,15,1254,18
6180,15,158,6
6181,15,67,8
6182,15,801,57
6183,15,24,19
6184,15,11,1
6185,15,988,1
6186,15,378,1
6187,15,2,1
6188,15,269,6
6189,15,445,7
6190,15,498,7
6191,15,466,5
6192,15,58,1
6193,15,197,3
6194,15,25,11
6195,15,77,1
6196,15,638,1
6197,15,71,4
6198,15,85,2
6199,15,1996,1
6200,15,20,4
6201,15,70,3
6202,15,76,6
6203,15,441,4
6204,15,313,5
6205,15,96,3
6206,15,22,4
6207,15,31,1
6208,15,728,5
6209,15,428,2
6210,15,182,1
6211,15,2090,2
6212,15,1720,1
6213,15,559,2
6214,15,1273,1
6215,15,281,3
6216,15,278,1
6217,15,462,1
6218,15,1451,2
6219,15,328,1
6220,15,367,1
6221,15,1508,1
6222,15,561,1
6223,15,726,1
6224,15,775,1
6225,15,898,1
6226,15,1590,2
6227,15,492,1
6228,15,1459,1
6229,15,1475,4
6230,15,1635,3
6231,15,1637,1
6232,15,1805,4
6233,15,1982,4
6234,15,1994,1
6235,15,749,1
6236,15,2334,1
6237,15,2352,1
6238,15,633,1
6239,15,2490,4
6240,15,2534,1
6241,12,23,898
6242,12,26,59
6243,12,25,49
6244,12,6,65
6245,12,69,276
6246,12,5,319
6247,12,664,960
6248,12,81,66
6249,12,83,335
6250,12,89,67
6251,12,105,144
6252,12,8,227
6253,12,4,167
6254,12,72,876
6255,12,90,1588
6256,12,22,2964
6257,12,10,64
6258,12,14,80
6259,12,76,136
6260,12,24,88
6261,12,60,225
6262,12,67,301
6263,12,117,123
6264,12,30,143
6265,12,141,59
6266,12,1254,436
6267,12,18,618
6268,12,158,256
6269,12,131,18
6270,12,498,16
6271,12,197,30
6272,12,42,200
6273,12,94,21
6274,12,1590,29
6275,12,85,10
6276,12,96,55
6277,12,991,1
6278,12,206,60
6279,12,1661,32
6280,12,445,107
6281,12,466,15
6282,12,19,10
6283,12,82,13
6284,12,801,19
6285,12,11,2
6286,12,113,24
6287,12,1273,26
6288,12,51,39
6289,12,9,57
6290,12,31,7
6291,12,73,4
6292,12,177,17
6293,12,344,2
6294,12,203,1
6295,12,172,10
6296,12,441,10
6297,12,371,2
6298,12,599,173
6299,12,269,8
6300,12,98,133
6301,12,313,4
6302,12,78,18
6303,12,71,15
6304,12,231,1
6305,12,625,1
6306,12,633,92
6307,12,77,15
6308,12,784,40
6309,12,1508,7
6310,12,36,2
6311,12,638,2
6312,12,1081,5
6313,12,1525,2
6314,12,58,1
6315,12,565,1
6316,12,46,1
6317,12,2018,5
6318,12,428,38
6319,12,2236,3
6320,12,956,3
6321,12,61,7
6322,12,710,2
6323,12,1232,1
6324,12,2066,1
6325,12,2620,7
6326,12,29,2
6327,12,333,1
6328,12,1775,2
6329,12,20,4
6330,12,790,8
6331,12,1870,3
6332,12,1248,12
6333,12,2496,2
6334,12,109,4
6335,12,160,23
6336,12,1747,2
6337,12,150,2
6338,12,13,7
6339,12,478,5
6340,12,2387,2
6341,12,1308,6
6342,12,1277,5
6343,12,1470,2
6344,12,84,15
6345,12,1866,4
6346,12,578,1
6347,12,1885,3
6348,12,21,1
6349,12,212,1
6350,12,1446,3
6351,12,182,1
6352,12,2318,5
6353,12,310,1
6354,12,342,2
6355,12,1132,2
6356,12,385,1
6357,12,420,3
6358,12,1057,1
6359,12,468,1
6360,12,492,1
6361,12,309,1
6362,12,1191,1
6363,12,978,1
6364,12,1738,1
6365,12,490,1
6366,12,2570,6
6367,12,2300,3
6368,12,2513,4
6369,12,486,1
6370,12,761,1
6371,12,2170,4
6372,12,418,1
6373,12,888,5
6374,12,911,4
6375,12,947,1
6376,12,2492,4
6377,12,973,1
6378,12,1087,2
6379,12,377,1
6380,12,1147,2
6381,12,1156,6
6382,12,1242,1
6383,12,1257,1
6384,12,1261,1
6385,12,2350,1
6386,12,1369,3
6387,12,2200,2
6388,12,1158,1
6389,12,1538,1
6390,12,1680,1
6391,12,1618,2
6392,12,2461,3
6393,12,1654,1
6394,12,1219,1
6395,12,1721,1
6396,12,1734,1
6397,12,2499,2
6398,12,1753,1
6399,12,1784,2
6400,12,1790,3
6401,12,1017,1
6402,12,1923,1
6403,12,1927,3
6404,12,2378,3
6405,12,2040,3
6406,12,369,1
6407,12,2601,2
6408,12,2064,1
6409,12,1894,1
6410,12,112,1
6411,12,2577,3
6412,12,2605,1
6413,12,2640,2
6414,10,26,25
6415,10,23,96
6416,10,5,62
6417,10,8,13
6418,10,14,3
6419,10,4,19
6420,10,633,7
6421,10,89,10
6422,10,72,13
6423,10,117,19
6424,10,60,9
6425,10,90,11
6426,10,105,35
6427,10,141,18
6428,10,466,11
6429,10,83,6
6430,10,664,35
6431,10,6,4
6432,10,638,7
6433,10,413,2
6434,10,69,27
6435,10,42,6
6436,10,22,3
6437,10,81,2
6438,10,98,47
6439,10,214,3
6440,10,51,5
6441,10,18,5
6442,10,67,3
6443,10,25,1
6444,10,1254,2
6445,10,269,2
6446,10,177,3
6447,10,24,4
6448,10,78,3
6449,10,73,1
6450,10,445,1
6451,10,30,4
6452,10,784,2
6453,10,225,2
6454,10,498,1
6455,10,1508,1
6456,10,94,2
6457,10,637,1
6458,10,1590,1
6459,10,1462,4
6460,10,1613,1
6461,89,14,186
6462,89,206,64
6463,89,5,7
6464,89,23,14
6465,89,664,14
6466,89,4,8
6467,89,83,4
6468,89,141,17
6469,89,8,6
6470,89,26,3
6471,89,30,2
6472,89,85,1
6473,89,18,2
6474,89,90,10
6475,89,1254,3
6476,89,445,1
6477,89,60,3
6478,89,72,12
6479,89,498,8
6480,89,11,2
6481,89,105,4
6482,89,197,1
6483,89,69,4
6484,89,81,1
6485,89,77,1
6486,89,76,2
6487,89,20,1
6488,89,466,1
6489,89,269,1
6490,89,78,2
6491,89,42,1
6492,89,94,2
6493,89,51,1
6494,89,117,2
6495,26,105,163
6496,26,4,9
6497,26,117,10
6498,26,5,12
6499,26,8,8
6500,26,83,7
6501,26,498,2
6502,26,23,38
6503,26,25,2
6504,26,131,3
6505,26,664,7
6506,26,60,10
6507,26,77,1
6508,26,72,8
6509,26,14,1
6510,26,67,1
6511,26,90,7
6512,26,466,1
6513,26,24,2
6514,26,96,1
6515,26,18,2
6516,26,76,1
6517,26,69,2
6518,26,141,4
6519,26,85,1
6520,26,22,1
6521,26,1254,1
6522,26,78,5
6523,26,1273,1
6524,26,6,2
6525,26,1496,1
6526,25,141,86
6527,25,51,3066
6528,25,23,42
6529,25,6,35
6530,25,81,42
6531,25,4,13
6532,25,60,55
6533,25,8,12
6534,25,784,3
6535,25,13,4
6536,25,1017,43
6537,25,131,36
6538,25,5,3
6539,25,1191,29
6540,25,801,1
6541,25,18,1
6542,25,638,3
6543,25,82,1
6544,25,72,6
6545,25,98,6
6546,25,870,2
6547,25,219,5
6548,25,435,4
6549,25,721,4
6550,25,78,1
6551,25,1177,35
6552,25,69,4
6553,25,1254,3
6554,25,85,3
6555,25,105,2
6556,25,456,9
6557,25,598,2
6558,25,627,34
6559,25,158,1
6560,25,664,2
6561,25,22,2
6562,25,923,33
6563,25,30,1
6564,25,11,1
6565,25,33,1
6566,25,599,2
6567,25,73,3
6568,25,1273,15
6569,25,253,5
6570,25,117,2
6571,25,265,7
6572,25,24,4
6573,25,1801,1
6574,25,1104,5
6575,25,683,2
6576,25,9,6
6577,25,1062,2
6578,25,77,1
6579,25,739,13
6580,25,521,2
6581,25,648,4
6582,25,609,2
6583,25,428,4
6584,25,684,1
6585,25,691,2
6586,25,1113,3
6587,25,740,2
6588,25,825,2
6589,25,1393,1
6590,25,1140,2
6591,25,921,2
6592,25,924,2
6593,25,955,2
6594,25,990,1
6595,25,1590,7
6596,25,1034,2
6597,25,1093,1
6598,25,1106,1
6599,25,1136,1
6600,25,1145,1
6601,25,1164,1
6602,25,206,1
6603,25,1216,1
6604,25,755,1
6605,25,633,1
6606,25,67,2
6607,25,1298,2
6608,25,2156,1
6609,25,1378,1
6610,25,76,1
6611,25,1588,1
6612,25,1594,1
6613,25,1596,1
6614,25,1107,1
6615,25,1838,2
6616,25,109,2
6617,25,1939,1
6618,25,1944,1
6619,25,725,2
6620,25,2263,1
6621,25,2529,1
6622,25,2543,1
6623,25,2360,1
6624,25,423,1
6625,6,81,185
6626,6,51,168
6627,6,60,11
6628,6,18,18
6629,6,117,24
6630,6,141,30
6631,6,5,4
6632,6,98,57
6633,6,90,3
6634,6,1273,7
6635,6,4,6
6636,6,1254,9
6637,6,69,23
6638,6,23,20
6639,6,42,2
6640,6,131,13
6641,6,78,1
6642,6,638,1
6643,6,30,1
6644,6,8,16
6645,6,20,1
6646,6,83,3
6647,6,599,1
6648,6,664,6
6649,6,498,3
6650,6,319,16
6651,6,85,2
6652,6,428,1
6653,6,67,1
6654,6,1590,14
6655,6,633,86
6656,6,371,3
6657,6,105,6
6658,6,24,5
6659,6,174,2
6660,6,323,4
6661,6,160,7
6662,6,340,11
6663,6,978,2
6664,6,408,3
6665,6,553,6
6666,6,490,1
6667,6,130,1
6668,6,73,1
6669,6,1177,2
6670,6,705,1
6671,6,653,1
6672,6,603,1
6673,6,627,1
6674,6,1166,4
6675,6,72,11
6676,6,813,1
6677,6,835,1
6678,6,857,2
6679,6,958,3
6680,6,1105,2
6681,6,1115,1
6682,6,76,1
6683,6,1228,3
6684,6,1330,2
6685,6,1017,1
6686,6,1478,2
6687,6,1510,1
6688,6,1626,1
6689,6,1871,1
6690,6,1308,1
6691,6,2127,1
6692,6,2193,1
6693,6,441,1
6694,83,23,43
6695,83,90,9
6696,83,69,9
6697,83,4,33
6698,83,5,100
6699,83,784,4
6700,83,664,86
6701,83,1254,85
6702,83,81,5
6703,83,117,4
6704,83,141,13
6705,83,105,11
6706,83,18,85
6707,83,14,2
6708,83,67,30
6709,83,8,21
6710,83,197,5
6711,83,60,5
6712,83,445,6
6713,83,206,5
6714,83,466,2
6715,83,72,19
6716,83,313,1
6717,83,9,5
6718,83,96,1
6719,83,42,10
6720,83,30,6
6721,83,327,4
6722,83,13,7
6723,83,76,3
6724,83,599,8
6725,83,98,4
6726,83,85,2
6727,83,1081,2
6728,83,1590,15
6729,83,158,1
6730,83,84,2
6731,83,77,2
6732,83,24,2
6733,83,113,1
6734,83,51,2
6735,83,321,2
6736,83,1273,2
6737,83,248,2
6738,83,172,1
6739,83,1308,1
6740,83,633,8
6741,83,160,1
6742,83,2621,1
6743,83,793,1
6744,23,90,3970
6745,23,4,97
6746,23,8,222
6747,23,72,314
6748,23,105,90
6749,23,158,15
6750,23,81,49
6751,23,51,22
6752,23,141,79
6753,23,177,7
6754,23,197,3
6755,23,18,111
6756,23,664,258
6757,23,5,85
6758,23,60,124
6759,23,131,8
6760,23,22,8
6761,23,42,30
6762,23,466,7
6763,23,498,3
6764,23,94,11
6765,23,1254,101
6766,23,109,8
6767,23,67,18
6768,23,96,6
6769,23,599,31
6770,23,69,63
6771,23,1273,95
6772,23,117,105
6773,23,14,24
6774,23,19,6
6775,23,11,15
6776,23,206,12
6777,23,31,2
6778,23,84,12
6779,23,313,3
6780,23,699,1
6781,23,445,12
6782,23,30,18
6783,23,76,24
6784,23,21,3
6785,23,82,5
6786,23,24,17
6787,23,354,3
6788,23,1325,6
6789,23,98,16
6790,23,269,3
6791,23,71,2
6792,23,784,31
6793,23,172,2
6794,23,264,2
6795,23,1388,2
6796,23,266,3
6797,23,396,9
6798,23,1081,4
6799,23,199,6
6800,23,714,1
6801,23,85,6
6802,23,1300,4
6803,23,801,7
6804,23,1590,8
6805,23,555,8
6806,23,1498,6
6807,23,80,7
6808,23,171,2
6809,23,113,2
6810,23,77,2
6811,23,490,1
6812,23,605,3
6813,23,633,27
6814,23,428,3
6815,23,441,2
6816,23,627,2
6817,23,516,5
6818,23,176,2
6819,23,1680,3
6820,23,1897,1
6821,23,825,1
6822,23,126,4
6823,23,826,4
6824,23,194,1
6825,23,991,1
6826,23,256,5
6827,23,356,3
6828,23,167,2
6829,23,189,2
6830,23,437,5
6831,23,1467,12
6832,23,1122,6
6833,23,267,1
6834,23,293,1
6835,23,716,1
6836,23,9,2
6837,23,13,2
6838,23,403,4
6839,23,416,1
6840,23,430,2
6841,23,1825,5
6842,23,450,1
6843,23,468,2
6844,23,636,1
6845,23,73,3
6846,23,683,1
6847,23,695,1
6848,23,1836,1
6849,23,1702,2
6850,23,724,4
6851,23,741,1
6852,23,739,1
6853,23,770,1
6854,23,1581,1
6855,23,800,4
6856,23,824,2
6857,23,837,4
6858,23,843,1
6859,23,876,1
6860,23,900,1
6861,23,969,7
6862,23,1586,5
6863,23,2410,1
6864,23,1023,2
6865,23,78,1
6866,23,1279,1
6867,23,1301,2
6868,23,1387,2
6869,23,1488,1
6870,23,1496,1
6871,23,1528,2
6872,23,1568,2
6873,23,2068,4
6874,23,1619,1
6875,23,1620,4
6876,23,1810,3
6877,23,1249,1
6878,23,612,3
6879,23,1794,3
6880,23,1824,3
6881,23,1017,1
6882,23,1888,1
6883,23,1896,4
6884,23,1938,2
6885,23,1946,2
6886,23,1080,2
6887,23,1958,2
6888,23,2131,1
6889,23,823,1
6890,23,2144,4
6891,23,2178,3
6892,23,2209,3
6893,23,2290,3
6894,23,1497,1
6895,23,2464,1
6896,23,2520,1
6897,23,2580,2
6898,23,178,1
6899,4,206,3
6900,4,5,127
6901,4,81,81
6902,4,8,124
6903,4,117,203
6904,4,141,163
6905,4,90,10
6906,4,1254,39
6907,4,784,9
6908,4,131,19
6909,4,72,23
6910,4,60,27
6911,4,18,17
6912,4,158,5
6913,4,177,2
6914,4,638,14
6915,4,664,32
6916,4,113,3
6917,4,22,2
6918,4,498,2
6919,4,24,9
6920,4,68,2
6921,4,14,7
6922,4,67,19
6923,4,801,4
6924,4,466,5
6925,4,42,5
6926,4,105,10
6927,4,686,2
6928,4,51,3
6929,4,76,4
6930,4,445,4
6931,4,96,1
6932,4,82,2
6933,4,172,2
6934,4,308,2
6935,4,98,2
6936,4,69,11
6937,4,109,4
6938,4,85,2
6939,4,71,4
6940,4,78,2
6941,4,197,3
6942,4,599,4
6943,4,160,1
6944,4,77,2
6945,4,633,13
6946,4,1217,1
6947,4,428,2
6948,69,22,9
6949,69,1254,42
6950,69,5,8
6951,69,18,43
6952,69,8,10
6953,69,801,59
6954,69,784,192
6955,69,978,23
6956,69,67,9
6957,69,81,23
6958,69,717,4
6959,69,105,5
6960,69,98,177
6961,69,90,9
6962,69,172,1
6963,69,313,1
6964,69,441,1
6965,69,197,3
6966,69,30,7
6967,69,51,12
6968,69,466,2
6969,69,445,4
6970,69,42,1
6971,69,57,9
6972,69,664,21
6973,69,60,10
6974,69,158,1
6975,69,72,52
6976,69,1033,2
6977,69,1403,2
6978,69,24,16
6979,69,1801,3
6980,69,48,8
6981,69,131,2
6982,69,1013,6
6983,69,47,4
6984,69,1041,10
6985,69,926,4
6986,69,1773,4
6987,69,2119,9
6988,69,1953,2
6989,69,100,5
6990,69,59,7
6991,69,1237,4
6992,69,53,3
6993,69,125,7
6994,69,1857,3
6995,69,1534,4
6996,69,14,2
6997,69,790,4
6998,69,1335,4
6999,69,54,1
7000,69,964,2
7001,69,77,5
7002,69,1049,24
7003,69,1433,1
7004,69,1590,30
7005,69,186,2
7006,69,799,3
7007,69,1684,2
7008,69,71,2
7009,69,1712,10
7010,69,1559,1
7011,69,490,12
7012,69,141,6
7013,69,116,8
7014,69,31,1
7015,69,117,13
7016,69,2542,1
7017,69,2516,3
7018,69,1211,5
7019,69,86,1
7020,69,791,4
7021,69,638,5
7022,69,206,1
7023,69,1508,2
7024,69,2215,2
7025,69,76,1
7026,69,107,1
7027,69,1271,4
7028,69,1290,2
7029,69,1649,1
7030,69,1727,1
7031,69,1162,3
7032,69,191,1
7033,69,1288,2
7034,69,129,4
7035,69,976,5
7036,69,1100,3
7037,69,1287,9
7038,69,501,5
7039,69,1376,3
7040,69,1519,2
7041,69,157,1
7042,69,2259,3
7043,69,1361,6
7044,69,78,1
7045,69,941,5
7046,69,2358,2
7047,69,428,1
7048,69,247,1
7049,69,1933,2
7050,69,1424,2
7051,69,1425,2
7052,69,312,1
7053,69,1399,2
7054,69,96,1
7055,69,444,1
7056,69,482,2
7057,69,836,1
7058,69,1191,2
7059,69,1171,2
7060,69,1680,10
7061,69,1429,2
7062,69,1822,1
7063,69,1579,2
7064,69,890,2
7065,69,20,1
7066,69,899,1
7067,69,903,1
7068,69,915,1
7069,69,1833,4
7070,69,992,4
7071,69,1005,3
7072,69,334,1
7073,69,1044,3
7074,69,1054,2
7075,69,1450,8
7076,69,1384,3
7077,69,1114,4
7078,69,1144,2
7079,69,2074,3
7080,69,1149,3
7081,69,1166,1
7082,69,1169,1
7083,69,1339,8
7084,69,1196,1
7085,69,1608,2
7086,69,1221,1
7087,69,1226,1
7088,69,19,3
7089,69,1251,1
7090,69,1455,4
7091,69,253,1
7092,69,85,1
7093,69,1291,2
7094,69,1289,1
7095,69,1344,1
7096,69,1345,1
7097,69,1359,3
7098,69,1375,1
7099,69,2562,2
7100,69,1382,1
7101,69,1395,1
7102,69,1463,2
7103,69,1540,2
7104,69,633,2
7105,69,1461,3
7106,69,1776,5
7107,69,1554,1
7108,69,1038,1
7109,69,1644,1
7110,69,1576,3
7111,69,1587,1
7112,69,1606,3
7113,69,538,1
7114,69,1695,2
7115,69,1746,4
7116,69,1200,1
7117,69,1772,2
7118,69,1793,1
7119,69,1936,1
7120,69,2165,2
7121,69,1974,2
7122,69,1997,1
7123,69,2036,2
7124,69,2073,1
7125,69,2154,1
7126,69,2181,2
7127,69,2204,1
7128,69,2278,1
7129,69,2349,2
7130,69,2395,1
7131,69,2418,1
7132,69,2588,2
7133,69,2602,2
7134,69,2604,1
7135,8,72,31
7136,8,5,67
7137,8,81,40
7138,8,22,4
7139,8,60,63
7140,8,33,2
7141,8,141,807
7142,8,117,67
7143,8,1306,1
7144,8,67,8
7145,8,42,8
7146,8,664,48
7147,8,30,5
7148,8,76,1
7149,8,131,2
7150,8,2052,43
7151,8,71,2
7152,8,90,28
7153,8,158,12
7154,8,466,28
7155,8,1508,11
7156,8,269,2
7157,8,498,6
7158,8,96,2
7159,8,1426,7
7160,8,940,2
7161,8,1590,4
7162,8,1254,14
7163,8,599,4
7164,8,206,12
7165,8,801,1
7166,8,18,15
7167,8,14,1
7168,8,784,2
7169,8,105,20
7170,8,428,3
7171,8,197,2
7172,8,24,10
7173,8,445,5
7174,8,82,3
7175,8,1222,1
7176,8,172,1
7177,8,51,26
7178,8,9,3
7179,8,11,4
7180,8,58,1
7181,8,177,1
7182,8,1273,22
7183,8,85,3
7184,8,219,1
7185,8,73,2
7186,8,27,1
7187,8,154,1
7188,8,19,2
7189,8,263,11
7190,8,139,3
7191,8,94,2
7192,8,160,3
7193,8,633,14
7194,8,222,4
7195,8,78,2
7196,8,638,4
7197,8,1410,2
7198,8,330,1
7199,8,439,13
7200,8,1862,5
7201,8,1308,2
7202,8,537,1
7203,8,77,3
7204,8,1996,1
7205,8,347,1
7206,8,839,1
7207,8,2101,4
7208,8,1037,1
7209,8,1130,3
7210,8,109,1
7211,8,1493,1
7212,8,1600,3
7213,8,714,1
7214,8,1791,1
7215,8,1516,1
7216,8,313,1
7217,8,1101,1
7218,72,105,22
7219,72,94,3
7220,72,5,47
7221,72,60,78
7222,72,158,27
7223,72,90,34
7224,72,141,66
7225,72,1254,42
7226,72,664,280
7227,72,117,24
7228,72,206,36
7229,72,67,14
7230,72,11,3
7231,72,14,11
7232,72,177,3
7233,72,176,1
7234,72,31,3
7235,72,42,18
7236,72,428,14
7237,72,18,96
7238,72,1590,277
7239,72,24,67
7240,72,98,4
7241,72,498,17
7242,72,445,8
7243,72,22,1
7244,72,82,1
7245,72,197,2
7246,72,30,3
7247,72,96,8
7248,72,790,1
7249,72,1083,4
7250,72,85,1
7251,72,78,2
7252,72,81,11
7253,72,51,36
7254,72,109,2
7255,72,801,1
7256,72,784,29
7257,72,237,1
7258,72,160,21
7259,72,633,112
7260,72,594,4
7261,72,1957,106
7262,72,9,25
7263,72,2256,2
7264,72,1308,5
7265,72,13,5
7266,72,1119,58
7267,72,440,2
7268,72,1273,9
7269,72,371,3
7270,72,1057,9
7271,72,599,16
7272,72,497,2
7273,72,490,1
7274,72,2400,3
7275,72,1064,2
7276,72,576,3
7277,72,897,8
7278,72,2545,2
7279,72,1508,1
7280,72,378,2
7281,72,359,1
7282,72,1822,1
7283,72,2335,9
7284,72,1680,9
7285,72,1659,14
7286,72,1112,2
7287,72,1977,1
7288,72,76,3
7289,72,2469,7
7290,72,909,6
7291,72,1017,2
7292,72,45,1
7293,72,999,2
7294,72,1390,2
7295,72,1880,9
7296,72,1557,6
7297,72,1199,1
7298,72,1148,2
7299,72,1714,4
7300,72,2023,4
7301,72,1700,4
7302,72,1923,3
7303,72,1284,3
7304,72,1323,2
7305,72,2048,2
7306,72,1340,2
7307,72,1349,2
7308,72,1666,1
7309,72,1665,3
7310,72,1457,1
7311,72,2338,5
7312,72,1945,1
7313,72,147,2
7314,72,1570,2
7315,72,2213,2
7316,72,1681,1
7317,72,1219,1
7318,72,1733,2
7319,72,1774,1
7320,72,1785,3
7321,72,1792,4
7322,72,1859,2
7323,72,1817,1
7324,72,987,1
7325,72,2022,3
7326,72,2083,3
7327,72,2089,2
7328,72,2105,3
7329,72,669,2
7330,72,1706,1
7331,72,1691,1
7332,72,1487,1
7333,72,2551,3
7334,72,2219,3
7335,72,2247,1
7336,72,2248,1
7337,72,596,1
7338,72,2280,2
7339,72,84,1
7340,72,464,1
7341,72,2624,1
7342,72,2630,3
7343,177,81,2
7344,177,24,2
7345,177,42,4
7346,177,14,2
7347,177,214,3
7348,177,90,10
7349,177,170,28
7350,177,206,1
7351,177,269,2
7352,177,41,1
7353,177,203,15
7354,177,664,3
7355,177,98,3
7356,177,71,2
7357,177,105,2
7358,177,1254,1
7359,177,498,1
7360,177,141,4
7361,177,2076,1
7362,177,466,1
7363,177,30,1
7364,664,5,192
7365,664,60,58
7366,664,141,189
7367,664,30,10
7368,664,1254,43
7369,664,105,29
7370,664,81,13
7371,664,158,21
7372,664,206,14
7373,664,90,23
7374,664,109,3
7375,664,11,7
7376,664,24,27
7377,664,14,6
7378,664,76,12
7379,664,117,29
7380,664,633,30
7381,664,22,4
7382,664,67,13
7383,664,96,5
7384,664,445,6
7385,664,42,7
7386,664,94,10
7387,664,18,49
7388,664,498,10
7389,664,98,7
7390,664,269,3
7391,664,428,37
7392,664,71,4
7393,664,628,3
7394,664,51,5
7395,664,801,1
7396,664,1081,2
7397,664,85,1
7398,664,441,1
7399,664,1508,1
7400,664,784,13
7401,664,466,1
7402,664,113,1
7403,664,1273,5
7404,664,1590,7
7405,664,1111,1
7406,664,9,2
7407,664,160,1
7408,664,329,1
7409,664,599,2
7410,664,2397,1
7411,664,1524,1
7412,664,1308,1
7413,664,1680,4
7414,664,776,1
7415,664,880,1
7416,664,45,1
7417,664,1061,1
7418,664,1996,1
7419,664,131,1
7420,664,78,1
7421,14,206,876
7422,14,81,3
7423,14,67,3
7424,14,1254,5
7425,14,18,4
7426,14,498,46
7427,14,42,3
7428,14,98,3
7429,14,85,3
7430,14,90,2
7431,14,117,3
7432,14,269,1
7433,14,630,2
7434,14,445,2
7435,14,158,2
7436,14,60,1
7437,14,71,1
7438,14,105,1
7439,14,141,2
7440,14,82,1
7441,14,76,1
7442,14,73,1
7443,14,197,2
7444,14,160,7
7445,14,51,1
7446,14,5,1
7447,14,96,1
7448,14,1819,1
7449,94,498,18
7450,94,24,7
7451,94,105,1
7452,94,206,1
7453,94,466,4
7454,94,67,2
7455,94,441,1
7456,94,98,1
7457,94,872,1
7458,94,445,1
7459,94,78,1
7460,206,22,3
7461,206,60,9
7462,206,498,114
7463,206,18,9
7464,206,24,12
7465,206,1508,1
7466,206,630,7
7467,206,105,4
7468,206,117,6
7469,206,73,4
7470,206,42,1
7471,206,51,1
7472,206,1254,3
7473,206,30,2
7474,206,801,1
7475,206,2060,1
7476,206,71,1
7477,206,633,1
7478,206,141,3
7479,206,599,1
7480,206,1308,1
7481,206,81,1
7482,206,160,1
7483,5,67,5
7484,5,81,4
7485,5,105,25
7486,5,445,23
7487,5,90,11
7488,5,31,5
7489,5,18,25
7490,5,60,19
7491,5,1254,29
7492,5,77,4
7493,5,599,10
7494,5,76,1
7495,5,1219,1
7496,5,82,2
